"","X.1","X","user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url","lat","lng","stateCode","state.name.x","state.name.y"
"305",305,2982,"x2652656034","x1100969356949897216","2019-02-28 04:02:04","sinayamarie","How you still so cute and got the flu 🤧 https://t.co/YaECl1ABqF","Twitter for iPhone",39,"","","",TRUE,FALSE,4,1,"",NA,"twitter.com/cinqweyvious/s…","https://t.co/YaECl1ABqF","https://twitter.com/cinqweyvious/status/1100870565827612686","","","","","","","",NA,"","","en","x1100870565827612686","Stuck in my room since I have the flu, so I decided to take some selfies to help me feel better about myself! 😂🌸🌿 https://t.co/rh0BnRNrsl","2019-02-27 21:29:30","Twitter for iPhone",413,39,"x421585672","cinqweyvious","𝔾 𝕆 𝕃 𝔻✨",3932,2332,48620,"Greensboro, NC","#NCAT ➡️ #UNCG IG: @Cinqweyvious ♌️",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/a6c257c61f294ec1.json","Greensboro","Greensboro, NC","city","United States","US","NA NA","NA NA","-80.0295184 -79.6852086 -79.6852086 -80.0295184 35.962623 35.962623 36.218171 36.218171","https://twitter.com/sinayamarie/status/1100969356949897216","Sinaya 💞","Greensboro, NC","UNCG '21","",FALSE,592,643,0,2851,25525,"2014-07-17 02:43:49",FALSE,"","","en","https://pbs.twimg.com/profile_banners/2652656034/1546813617","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1082041017916903430/3i__CeJN_normal.jpg",36.090397,-79.8573635,"NC","North Carolina","North Carolina"
"306",306,2995,"x61873394","x1100957427359465472","2019-02-28 03:14:40","CountSnarkula","@GoldenGirls85 I was able to send folks home who had the flu right before the Xmas holidays, but on a day-to-day if they say it's an allergy (and Austin is allergy central) I have less of a leg to stand on.  Thanks for the good thoughts! I am doing much better, day 3 of my Z-pak.","Twitter Web Client",265,"x1100956459590930432","x894346522841808900","GoldenGirls85",FALSE,FALSE,0,0,"",NA,"","","","","","","","","","",NA,"x894346522841808900","GoldenGirls85","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/c3f37afa9efcf94b.json","Austin","Austin, TX","city","United States","US","NA NA","NA NA","-97.928935 -97.5805133 -97.5805133 -97.928935 30.127892 30.127892 30.5187994 30.5187994","https://twitter.com/CountSnarkula/status/1100957427359465472","TJ","Austin TX, Las Vegas NV, NYC","""I don’t entirely approve of some of the things I’ve done, or am, or have been. But I’m me. God knows I’m me.""  -  Elizabeth Taylor","",FALSE,246,228,8,10010,7996,"2009-07-31 20:58:25",FALSE,"","","en","https://pbs.twimg.com/profile_banners/61873394/1353693206","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/2212733323/JOAN_FURBAN_normal.jpg",30.3233457,-97.75472415,"TX","Texas","Texas"
"307",307,3000,"x19251834","x1100955059578437637","2019-02-28 03:05:15","katehutch","In ER w/ husband with flu. Guy across the hall is clearly drunk or stoned. Overheard from the security: ""it took us an hour to get him to put his pants on.""","Twitter for iPad",156,"","","",FALSE,FALSE,0,0,"",NA,"","","","","","","","","","",NA,"","","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/af29db2ab5fd16c8.json","Hutchinson","Hutchinson, KS","city","United States","US","NA NA","NA NA","-97.966318 -97.849296 -97.849296 -97.966318 38.02387 38.02387 38.108414 38.108414","https://twitter.com/katehutch/status/1100955059578437637","Kate Goad","","Supra nos semper volatis","",FALSE,59,153,5,4857,1806,"2009-01-20 19:19:23",FALSE,"","","en","https://pbs.twimg.com/profile_banners/19251834/1526305485","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/744944313965101056/vvtAsw4x_normal.jpg",38.066142,-97.907807,"KS","Kansas","Kansas"
"308",308,3017,"x2405264847","x1100946091606982657","2019-02-28 02:29:37","_janihe_","Literally no one believes I have the stomach flu like nah, this is not the baby, I’m fuckin sick, leave me alooooooone","Twitter for iPhone",118,"","","",FALSE,FALSE,0,0,"",NA,"","","","","","","","","","",NA,"","","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/a84b808ce3f11719.json","Omaha","Omaha, NE","city","United States","US","NA NA","NA NA","-96.234587 -95.872275 -95.872275 -96.234587 41.175884 41.175884 41.375558 41.375558","https://twitter.com/_janihe_/status/1100946091606982657","Jazmin Niebur","Nebraska","make love, not war","",FALSE,156,168,0,1611,6052,"2014-03-12 16:50:50",FALSE,"","","en","https://pbs.twimg.com/profile_banners/2405264847/1518566354","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1051322917647261696/NuVTdPoG_normal.jpg",41.275721,-96.053431,"NE","Nebraska","Nebraska"
"309",309,3035,"x3400827665","x1100939425297678338","2019-02-28 02:03:08","eamb22","damn last time I was sick was last February with the flu what do you know it’s February and I have the mf flu someone off me","Twitter for iPhone",124,"","","",FALSE,FALSE,7,0,"",NA,"","","","","","","","","","",NA,"","","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/3df0e3eb1e91170b.json","Columbus","Columbus, OH","city","United States","US","NA NA","NA NA","-83.200169 -82.7713751 -82.7713751 -83.200169 39.832013 39.832013 40.157354 40.157354","https://twitter.com/eamb22/status/1100939425297678338","em","","☉ cancer ↑ leo ☾ libra","",FALSE,845,803,0,11885,18700,"2015-08-03 02:24:35",FALSE,"","","en","https://pbs.twimg.com/profile_banners/3400827665/1551762603","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1088300026957307905/KW4tq9-A_normal.jpg",39.9946835,-82.98577205,"OH","Ohio","Ohio"
"310",310,3036,"x174922494","x1100937596224630786","2019-02-28 01:55:52","lizbabyy_x3","Spent this flu season bragging about how I never get the flu shot &amp; have only had the flu once in the last 15 years, only to have a flu test come back positive tonight. Karma is a bitch.","Twitter for iPhone",190,"","","",FALSE,FALSE,3,0,"",NA,"","","","","","","","","","",NA,"","","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/dea1eac2d7ef8878.json","Maryland","Maryland, USA","admin","United States","US","NA NA","NA NA","-79.487651 -74.986286 -74.986286 -79.487651 37.886607 37.886607 39.723622 39.723622","https://twitter.com/lizbabyy_x3/status/1100937596224630786","elizabeth ambrosini 🌙","Wonderland✨","27 & Maryland living ✌🏽","",FALSE,618,229,6,72781,11626,"2010-08-05 04:26:48",FALSE,"","","en","https://pbs.twimg.com/profile_banners/174922494/1541642792","http://abs.twimg.com/images/themes/theme9/bg.gif","http://pbs.twimg.com/profile_images/1097162684833894405/H-2OsRVm_normal.jpg",38.8051145,-77.2369685,"VA","Virginia","Virginia"
"311",311,3047,"x43029799","x1100929917364117506","2019-02-28 01:25:21","TNMelissa","@TennesseeDonkey I don't know how they play with the flu. I just want to lay down and die when I have it","Twitter for Android",87,"x1100902741302525952","x1060500750802018304","TennesseeDonkey",FALSE,FALSE,3,0,"",NA,"","","","","","","","","","",NA,"x1060500750802018304","TennesseeDonkey","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/7f7d58e5229c6b6c.json","Tennessee","Tennessee, USA","admin","United States","US","NA NA","NA NA","-90.310298 -81.646901 -81.646901 -90.310298 34.982924 34.982924 36.678119 36.678119","https://twitter.com/TNMelissa/status/1100929917364117506","Melissa French","Tennessee","yes, it's true...i am sweet melissa","",FALSE,994,811,10,36841,23860,"2009-05-28 02:41:07",FALSE,"","","en","https://pbs.twimg.com/profile_banners/43029799/1551642858","http://abs.twimg.com/images/themes/theme9/bg.gif","http://pbs.twimg.com/profile_images/1102295801550786561/lnI10VdF_normal.jpg",35.8305215,-85.9785995,"TN","Tennessee","Tennessee"
"312",312,3081,"x166330710","x1100912563888508928","2019-02-28 00:16:23","kim_murrell","Having to go on the road with the flu would have to be the pits....","Twitter for iPhone",67,"","","",FALSE,FALSE,1,0,"",NA,"","","","","","","","","","",NA,"","","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/7f7d58e5229c6b6c.json","Tennessee","Tennessee, USA","admin","United States","US","NA NA","NA NA","-90.310298 -81.646901 -81.646901 -90.310298 34.982924 34.982924 36.678119 36.678119","https://twitter.com/kim_murrell/status/1100912563888508928","🏀🏈🍊Kim❤️VOLS🍊🏈🏀","Kodak, TN","Kodak, TN #UT #VOLS #GBO #Titans #LivePD #God #PoweredByTheT #RockyTop #BasketVOLS","",FALSE,3896,3525,19,76769,152764,"2010-07-13 22:10:36",FALSE,"","","en","https://pbs.twimg.com/profile_banners/166330710/1547369059","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1097185367604817927/6MYKAKx9_normal.jpg",35.8305215,-85.9785995,"TN","Tennessee","Tennessee"
"313",313,3101,"x182888841","x1100901868790640640","2019-02-27 23:33:53","enimsahJ__x","I wanna smoke and get some chipotle so bad but I can’t because this damn stomach flu. This shit HORRIBLE.","Twitter for iPhone",105,"","","",FALSE,FALSE,0,0,"",NA,"","","","","","","","","","",NA,"","","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/0eb9676d24b211f1.json","Cleveland","Cleveland, OH","city","United States","US","NA NA","NA NA","-81.877771 -81.5331634 -81.5331634 -81.877771 41.392684 41.392684 41.599195 41.599195","https://twitter.com/enimsahJ__x/status/1100901868790640640","NBA Youngboy STAN account","CLE","veteran.","",FALSE,3789,3322,133,316671,4914,"2010-08-25 17:01:04",FALSE,"","","en","https://pbs.twimg.com/profile_banners/182888841/1551545853","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1101052742682984448/VE9ritbx_normal.jpg",41.4959395,-81.7054672,"OH","Ohio","Ohio"
"314",314,3117,"x269881809","x1100887359682461698","2019-02-27 22:36:14","gabbylovesworld","I haven’t had the stomach flu since I was 10 and it’s the worst","Twitter for iPhone",63,"","","",FALSE,FALSE,0,0,"",NA,"","","","","","","","","","",NA,"","","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/dce44ec49eb788f5.json","Irving","Irving, TX","city","United States","US","NA NA","NA NA","-97.034184 -96.888782 -96.888782 -97.034184 32.771786 32.771786 32.956048 32.956048","https://twitter.com/gabbylovesworld/status/1100887359682461698","𝔅𝔯𝔦𝔡𝔢 𝔬𝔯 𝔡𝔦𝔢","Irving, TX","𝔅𝔯𝔦𝔡𝔢 𝔬𝔯 𝔡𝔦𝔢. Marrying @Luger9Official THIS Halloween 🖤","",FALSE,314,297,4,39780,9687,"2011-03-21 16:30:47",FALSE,"","","en","https://pbs.twimg.com/profile_banners/269881809/1542069126","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1087795352684630018/TibmxG6v_normal.jpg",32.863917,-96.961483,"TX","Texas","Texas"
"315",315,3118,"x612962146","x1100887209907871746","2019-02-27 22:35:38","KennyAndCrash","Your 2018 #NASCAR Cup Champ @joeylogano joins @foxsports910 next ahead of @ISMRaceway coming up March 8. 

We ask about his teammate @keselowski winning with the #flu, The changes to @ISMRaceway &amp; more","Twitter for iPhone",205,"","","",FALSE,FALSE,1,2,"NASCAR flu",NA,"","","","","","","","","","",NA,"x234097254 x19097790 x19554713 x40745276 x19554713","joeylogano foxsports910 ISMRaceway keselowski ISMRaceway","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/5c62ffb0f0f3479d.json","Phoenix","Phoenix, AZ","city","United States","US","NA NA","NA NA","-112.3239143 -111.9254391 -111.9254391 -112.3239143 33.29026 33.29026 33.8154652 33.8154652","https://twitter.com/KennyAndCrash/status/1100887209907871746","Kenny and Crash","Phoenix","#MARGA Making Afternoon Radio Great Again weekdays 1-4p on @FoxSports910 👑 got freak? @KennySargent @CrashGladys @rflores91 & @clancyscorner","https://t.co/7U4ondKF2Q",FALSE,4990,849,113,45112,13657,"2012-06-19 23:45:04",FALSE,"https://t.co/7U4ondKF2Q","https://foxsports910.iheart.com/featured/the-freaks-with-kenny-crash/","en","https://pbs.twimg.com/profile_banners/612962146/1548309338","http://abs.twimg.com/images/themes/theme9/bg.gif","http://pbs.twimg.com/profile_images/1015704691173445633/4z2ibQMO_normal.jpg",33.5528626,-112.1246767,"AZ","Arizona","Arizona"
"316",316,3120,"x3226822026","x1100885194477895681","2019-02-27 22:27:38","AndraeO_o","@L1LB4BY I got the flu","Twitter for iPhone",13,"x1100885081294544898","x1026579435070410752","L1LB4BY",FALSE,FALSE,0,0,"",NA,"","","","","","","","","","",NA,"x1026579435070410752","L1LB4BY","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/18810aa5b43e76c7.json","Dallas","Dallas, TX","city","United States","US","NA NA","NA NA","-96.977527 -96.54598 -96.54598 -96.977527 32.620678 32.620678 33.019039 33.019039","https://twitter.com/AndraeO_o/status/1100885194477895681","🖕🏾😁🖕🏾","Project Baby ","I know life ain’t fair sometimes but Real Niggas Rare ⁶ 𓅓","",FALSE,2685,389,209,168297,13209,"2015-05-26 06:57:23",FALSE,"","","en","https://pbs.twimg.com/profile_banners/3226822026/1551898346","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1089359971043762177/ZFvpyfdh_normal.jpg",32.8198585,-96.7617535,"TX","Texas","Texas"
"317",317,3139,"x890279297063288832","x1100871497944571904","2019-02-27 21:33:12","clitzenburgphd","I am prone to shoulds. I’m home with the flu &amp; they are still attacking me: “I should be catching up.” “I should be reading.” “I should be cleaning.” No! All I have to do is drink water &amp; sleep. Go away “shoulds” you are not welcome here.","Twitter for iPhone",246,"","","",FALSE,FALSE,3,0,"",NA,"","","","","","","","","","",NA,"","","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/3df0e3eb1e91170b.json","Columbus","Columbus, OH","city","United States","US","NA NA","NA NA","-83.200169 -82.7713751 -82.7713751 -83.200169 39.832013 39.832013 40.157354 40.157354","https://twitter.com/clitzenburgphd/status/1100871497944571904","Catrina C Litzenburg","Columbus, OH","#Psychologist @nationwidekids | Believer that all children should have access to quality #mentalhealth care | Michigan native, dog mom, #kubball fan [she/her]","https://t.co/eCciU2QGl2",FALSE,382,504,8,1493,3060,"2017-07-26 18:34:59",FALSE,"https://t.co/eCciU2QGl2","http://www.nationwidechildrens.org/psychology-neuropsychology","en","https://pbs.twimg.com/profile_banners/890279297063288832/1501531533","","http://pbs.twimg.com/profile_images/890282838557417473/2iXeN5fV_normal.jpg",39.9946835,-82.98577205,"OH","Ohio","Ohio"
"318",318,3143,"x418940558","x1100868418071420930","2019-02-27 21:20:58","RayJOrtega","Being home with the flu has made me realize that Twitter doesn't actually help me get better. And also, I really don't like Gary Barta.","Twitter for Android",135,"","","",FALSE,FALSE,1,0,"",NA,"","","","","","","","","","",NA,"","","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/fae2b07ae098ffde.json","Northfield","Northfield, IL","city","United States","US","NA NA","NA NA","-87.802311 -87.751517 -87.751517 -87.802311 42.0869265 42.0869265 42.12032 42.12032","https://twitter.com/RayJOrtega/status/1100868418071420930","Ray Ortega","Northfield, IL","Hawkeyes, Cubs, Blackhawks.  Iowa Native, but father of 2 genuine Chicago Kids. U Iowa class of 2000. My tweets are usually about sports. And funny stuff.","",FALSE,226,725,3,3992,7978,"2011-11-22 19:12:30",FALSE,"","","en","https://pbs.twimg.com/profile_banners/418940558/1536023632","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1081922294921023492/SSyCU0mj_normal.jpg",42.10362325,-87.776914,"IL","Illinois","Illinois"
"319",319,3147,"x2538768319","x1100865414043758592","2019-02-27 21:09:02","chunkybutcutee","Hi, we have 2 confirmed with the flu this week, two last week, and I’m officially declaring this an emergency nobody is allowed to touch anything today 😷","Twitter for iPhone",153,"","","",FALSE,FALSE,2,0,"",NA,"","","","","","","","","","",NA,"","","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/e8ad2641c1cb666c.json","Arkansas","Arkansas, USA","admin","United States","US","NA NA","NA NA","-94.61771 -89.644838 -89.644838 -94.61771 33.004106 33.004106 36.499767 36.499767","https://twitter.com/chunkybutcutee/status/1100865414043758592","Southern Charm","United States","22. Kansas born, Texas raised, Arkansas livin’ 🤘🏼 fuck boiis work hard, but Jesus works harder 🤷🏼‍♀️ Ephesians 6:11-12","",FALSE,1607,2092,7,14958,32967,"2014-06-01 05:08:54",FALSE,"","","en","https://pbs.twimg.com/profile_banners/2538768319/1542764705","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1072367401512132608/AaEpYIv8_normal.jpg",34.7519365,-92.131274,"AR","Arkansas","Arkansas"
"320",320,3148,"x2538768319","x1100592410441207809","2019-02-27 03:04:13","chunkybutcutee","A mom just emailed that her child was diagnosed with the flu after he left the program for today so now I’m going to take my second shower of the day and prepare to Lysol the heck out of everything tomorrow","Twitter for iPhone",206,"","","",FALSE,FALSE,3,0,"",NA,"","","","","","","","","","",NA,"","","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/e8ad2641c1cb666c.json","Arkansas","Arkansas, USA","admin","United States","US","NA NA","NA NA","-94.61771 -89.644838 -89.644838 -94.61771 33.004106 33.004106 36.499767 36.499767","https://twitter.com/chunkybutcutee/status/1100592410441207809","Southern Charm","United States","22. Kansas born, Texas raised, Arkansas livin’ 🤘🏼 fuck boiis work hard, but Jesus works harder 🤷🏼‍♀️ Ephesians 6:11-12","",FALSE,1607,2092,7,14958,32967,"2014-06-01 05:08:54",FALSE,"","","en","https://pbs.twimg.com/profile_banners/2538768319/1542764705","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1072367401512132608/AaEpYIv8_normal.jpg",34.7519365,-92.131274,"AR","Arkansas","Arkansas"
"321",321,3158,"x720065147025387524","x1100856493853806595","2019-02-27 20:33:35","syddddyy","Gavin has the stomach flu and Myranda sends me a text this is what he’s saying while puking- “it’s so bad it’s so bad why is this happening is so bad”😂😭","Twitter for iPhone",152,"","","",FALSE,FALSE,7,0,"",NA,"","","","","","","","","","",NA,"","","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/dd9c503d6c35364b.json","Pennsylvania","Pennsylvania, USA","admin","United States","US","NA NA","NA NA","-80.519851 -74.689517 -74.689517 -80.519851 39.719801 39.719801 42.516072 42.516072","https://twitter.com/syddddyy/status/1100856493853806595","Syd","","wowza.","",FALSE,419,429,1,7705,6585,"2016-04-13 01:44:44",FALSE,"","","en","https://pbs.twimg.com/profile_banners/720065147025387524/1549984800","","http://pbs.twimg.com/profile_images/1095342481292447745/m3rDMbLm_normal.jpg",41.1179365,-77.604684,"PA","Pennsylvania","Pennsylvania"
"322",322,3169,"x75650696","x1100850915865751554","2019-02-27 20:11:25","therealRITTZ","Always good to see my dawg @robertxsumner #nawfbob #CNT Me @djchriscrisis badnewsbrandon and sbg1025 are still Stuck In STL and I think I got the flu 🤦‍♂️ I gotta get back to ATL… https://t.co/I9fo3UmXXS","Instagram",203,"","","",FALSE,FALSE,6,0,"nawfbob CNT",NA,"instagram.com/p/BuZe5bVgrMK/…","https://t.co/I9fo3UmXXS","https://www.instagram.com/p/BuZe5bVgrMK/?utm_source=ig_twitter_share&igshid=rps82s2z8rji","","","","","","","",NA,"x371912919 x27616014","robertxsumner djchriscrisis","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/13eb8d7f6e12a684.json","St Charles","St Charles, MO","city","United States","US","38.78311 -90.48173","-90.48173 38.78311","-90.5706573 -90.464711 -90.464711 -90.5706573 38.737756 38.737756 38.848337 38.848337","https://twitter.com/therealRITTZ/status/1100850915865751554","Rittz","👇🏻 Top Shelf Tour Tickets","Last Call - Album in Stores NOW!! MANAGEMENT: scender@ang3rmgmt.com BOOKING: jj@33andwest.com","https://t.co/yTGJbaXOaf",FALSE,122659,6369,393,22954,2407,"2009-09-19 21:48:46",FALSE,"https://t.co/yTGJbaXOaf","https://bit.ly/2p1hBKW","en","https://pbs.twimg.com/profile_banners/75650696/1506696879","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/892775818195349505/XBZLUfiw_normal.jpg",38.78311,-90.48173,"MO","Missouri","Missouri"
